TITLE,AUTHOR,COAUTHORS,PUBLISHER,SERIES,VOLUME,EDITION,ISBN,BARCODE,PRICE
房子，再见,法兰克。艾须,"",明天出版社,"","",P200336,32,
音乐圣人贝多芬,伊智延,"",湖南少年儿童出版社,从小爱音乐,"",P300177,12,
丽丽猫的木管乐器商店,车普锦,"",湖南少年儿童出版社,从小爱音乐,"",P300169,12,
魔笛,李美玉,"",湖南少年儿童出版社,从小爱音乐,"",P300160,12,
丑小鸭,简丽芬,"",世一文化事业股份有限公司,彩色童话列车,"",O400115,5.9,
灰姑娘,陈姿桦,"",世一文化事业股份有限公司,彩色童话列车,"",O400117,5.9,
天鹅湖,熊美如,"",世一文化事业股份有限公司,彩色童话列车,"",O400119,5.9,
三只小猪,林文珠,"",世一文化事业股份有限公司,彩色童话列车,"",O400122,5.9,
小北极熊和驯鹿的故事,HANS DE BEER,"",电子工业出版社,小北极熊精装收藏版,"",P100401,25,
睡美人,大众书局,"",世一文化事业股份有限公司,彩色童话列车,"",O400096,5.9,
拇指姑娘,大众书局,"",世一文化事业股份有限公司,彩色童话列车,"",O400098,5.9,
人鱼公主,大众书局,"",世一文化事业股份有限公司,彩色童话列车,"",O400099,5.9,
小红帽,大众书局,"",世一文化事业股份有限公司,彩色童话列车,"",O400103,5.9,
伊索寓言,大众书局,"",世一文化事业股份有限公司,彩色童话列车,"",O400105,5.9,
Sam wants to be Strong,"","",北京师范大学出版集团,攀登英语阅读系列 × 有趣的字母,"",E300368,,
A Photo of an Elephany Family,"","",北京师范大学出版集团,攀登英语阅读系列 × 神奇字母组合,"",E300377,,
Coats on Sale,"","",北京师范大学出版集团,攀登英语阅读系列 × 神奇字母组合,"",E300380,,
Flowers for Mother,"","",北京师范大学出版集团,攀登英语阅读系列 × 神奇字母组合,"",E300381,,
Make A Call,"","",北京师范大学出版集团,攀登英语阅读系列 × 神奇字母组合,"",E300397,,
"""No Book"," Just Cook""","","",北京师范大学出版集团,攀登英语阅读系列 × 神奇字母组合,E300398,E300398,
家长手册,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第一级,"",T300228,,
家长手册,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第二级,"",T300229,,
家长手册,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第三级,"",T300230,,
家长手册,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第四级,"",T300231,,
家长手册,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第五级,"",T300232,,
家长手册,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第六级,"",T300233,,
我的阅读记录,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第一级,"",T300235,0,
我的阅读记录,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第二级,"",T300236,0,
我的阅读记录,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第三级,"",T300237,0,
我的阅读记录,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第四级,"",T300238,0,
我的阅读记录,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第五级,"",T300239,0,
我的阅读记录,"","",北京师范大学出版集团,攀登英语阅读系列 × 分级阅读第六级,"",T300240,0,
圣经及教会历史地图集,蔡锦图,"",汉语圣经协会,"","",RB100017,,
基督教图解百科,吴嘉仪,"",宗教教育中心,"","",RB100018,104,
不一样的卡梅拉,Christian Jolibois,"",二十一世纪出版社,珍藏版,"",P300217,,
不一样的卡梅拉,Christian Jolibois,"",二十一世纪出版社,珍藏版,"",P300218,,
森林钢琴,岩村和郎,"",接力出版社,"","",P200318,,
夏天的天空,Peter Spier,"",中国城市出版社,凯迪克金牌大师经典绘本系列,"",P200358,30,
圣经及教会历史地图集,蔡锦图,"",汉语圣经协会,"","",RB100017,,
基督教图解百科,吴嘉仪,"",宗教教育中心,"","",RB100018,104,
教堂建筑,戴维.斯坦克利夫,"",大象出版社,"","",RB100019,168,
圣经考古大发现,阿兰.米拉德,"",江西人民出版社,"","",RB200061,138,
100经典教堂,陶心怡,"",文物出版社,"","",RB300097,68,
上帝的邮差,爱望乐,"",新世界出版社,小熊所罗门和他的朋友们1,"",RO300048,12,
闯祸的“流便超人”,爱望乐,"",新世界出版社,小熊所罗门和他的朋友们2,"",RO300049,12,
特别的“游园”，特别的自己,爱望乐,"",新世界出版社,小熊所罗门和他的朋友们3,"",RO300050,12,
露营历险记,爱望乐,"",新世界出版社,小熊所罗门和他的朋友们4,"",RO300051,12,
圣诞礼物,爱望乐,"",新世界出版社,小熊所罗门和他的朋友们5,"",RO300052,12,
圣经动物大特写,陈洁心,"",基督教文艺出版社,圣经探索1,"",RO300053,47,
圣经宝物开心找,陈洁心,"",基督教文艺出版社,圣经探索2,"",RO300054,45,
圣经食物痛快吃,陈洁心,"",基督教文艺出版社,圣经探索3,"",RO300055,47,
爱的交响乐,黄赛真,"",协传培训中心出版,"","",RO300056,,
家庭敬拜,杰森.海洛布鲁斯,"",中国主日学协会,"","",RO300057,25,
朗朗诗篇119学识字,马秀兰,"",中国主日学协会,"","",RO300058,23,
从小必须牢记的经文,罗贝卡.路瑟,"",中国主日学协会,"","",RO300059,23,
下雨了,林傅秀,"",红蜻蜓出版社,学前阅读计划 第1册,"",O400070,,
我想去看海,克里斯提昂.约里波瓦,"",二十一世纪出版,不一样的卡梅拉1,"",O400129,3.9,
我想有颗星星,克里斯提昂.约里波瓦,"",二十一世纪出版,不一样的卡梅拉2,"",O400130,3.9,
我想有个弟弟,克里斯提昂.约里波瓦,"",二十一世纪出版,不一样的卡梅拉3,"",O400131,3.9,
我去找回太阳,克里斯提昂.约里波瓦,"",二十一世纪出版,不一样的卡梅拉4,"",O400132,3.9,
我爱小黑猫,克里斯提昂.约里波瓦,"",二十一世纪出版,不一样的卡梅拉5,"",O400133,3.9,
我能打败怪兽,克里斯提昂.约里波瓦,"",二十一世纪出版,不一样的卡梅拉6,"",O400134,3.9,
照顾好你的星球,罗伦.乔尔德,"",接力出版社,查理与劳拉（升级版）,"",P300232,15,
The Witches,Roald Dahl,"","",'The World''s No.1 Storyteller',"",E400144,0,
木匠和小鸡,汤石燕,"", ASIAPAC BOOKS PTE LTD,"","",O300317,0,
奇妙的创造,"","",宗教教育中心,"","",RB200064,72.3,
Favorite Bible Stories,"","",Standard Publishing,"","",RB200068,28,
复活节的故事,"","",汉语圣经协会,幼儿开心读圣经系列,"",RB200077,25,
蝴蝶,江国香织,"",道声出版社,小树苗29,"",P100473,41,
小猫咪追月亮,凯文.汉克斯,"",明天出版社,"","",P100517,29.8,
琪拉的愿望,角野荣子,"",道声出版社,生命花园8,"",P100522,,
你想听故事吗？,菲立普.史戴,"",道声出版社,生命花园14,"",P200365,39,
狐狸夜游记,彼得.史比尔,"",中国城市出版社,"","",P200374,29.8,
在一个晴朗的日子里,农尼.荷罗杰恩,"",远流出版公司,"","",P200376,40,
晚安，月亮,玛格丽特.怀兹.布朗,"",北京联合出版公司,"","",P200377,35,
鼠小弟和松饼,中江嘉男,"",南海出版公司,可爱的鼠小弟13,"",P300237,,
鼠小弟捉迷藏,中江嘉男,"",南海出版公司,可爱的鼠小弟18,"",P300242,,
蓝天销售员,克里斯蒂娜,"",文林出版有限公司,"","",P300247,12,
孩子的情绪导师,诺曼,"",基督教学出版社,"","",T300259,23,
破冰游戏200激,梁廷益,"",CCLPublications,"","",T300266,25,
Mary had a Little Lamb,"","","","","",E200091,0,
THE JUNGLE RACE-WHO IS THE FASTEST,"","",Future Ace,"","",E200092,10.9,
HICKORY DICKORY DOCK,"","",ladybird,"","",E200093,7.9,
KATE AND THE CROCODILE,William Murray,"",ladybird,"","",E200094,6.95,
ABC AT THE ZOO,"","",kohwai & young,"","",E200095,0,
GINGERBREAD BABY,Jan Brett,"",Scholastic,"","",E200096,4,
THE LITTLE PIRATE SHIP,Mallory Loehr,"", A Random House House Children Books,"","",E200097,6,
If I ran the zoo,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200098,6.5,
'Dr. Seuss'' Sleep Book',Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200099,6.5,
Mr. Brown can moo! can you?,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200100,6.5,
I had trouble in getting to solla sollew,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200101,0,
If I ran the circus,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200102,0,
Horton hears a who!,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200103,0,
Dr. Seuss on the loose!,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200104,6.5,
Green eggs and ham,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200105,6.5,
And to think that I saw it on mulberry street,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200106,6.5,
Scrambled eggs super!,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200107,6.5,
'Dr. Seuss'' A B C',Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200108,0,
The cat in the hat,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200109,6.5,
Hop on pop,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200110,6.5,
Hunches in bunches,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200111,6.5,
The cat in the hat comes back,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200112,6.5,
The sneetches and other stories,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200113,6.5,
One fish two fish red fish blue fish,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200114,6.5,
Fox in socks,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200115,6.5,
How the grinch stole christmas!,Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200116,6.5,
'Oh! The places you''ll go!',Dr. Seuss,"",'HarperCollins Children''s Books',"","",E200117,6.5,
The Three Billy Goats Gruff,Joan Stilmson,"",Ladybird Books LTD,"","",E200118,5.5,
My Little Ladybugs Tab Book,Robert William,"",Iron Press,"","",E200119,8,
My Little Ducklings Tab Book,Robert William,"",Iron Press,"","",E200120,8,
'Mrs Honey''s Holiday',Pam Adam,"",'Child''s Play',"","",E200121,8,
'Mrs Honey''s Dream',Pam Adam,"",'Child''s Play',"","",E200122,8,
Humf and The Big Boots,andrew Brenner,"",Igloo,"","",E200123,0,
Everybody was a baby once,allan Ahlberg,"",Candlewick Press,"","",E200125,0,
Trick or Treat,Melanie Walsh,"",Candlewick Press,"","",E200126,0,
'Pooh''s Bees',"","",Dean,"","",E200127,6,
Gilbert The Great,Jane Clarke,"",Simon and Schuster,"","",E200128,0,
'Let''s Save the Animals',Frances Barry,"",Candlewick Press,"","",E200129,0,
Thank You,"","",Flowerpot Press,"","",E200130,0,
Big Dreams,"","",Flowerpot Press,"","",E200131,0,
Puss in Boots,"","",Hermes House,"","",E200132,0,
'A New Year''s Reunion',Yu Li-Qiong,"",Candlewick Press,"","",E200133,10,
Brownie & Pearl Make Good,Cynthia Rylant,"",Simon & Schuster Books for Young Readers,"","",E200134,8,
The Bookj of Mean Peolple,Toni &Slade Morrison,"",Hyperion Books,"","",E200135,0,
Olivia Claus,"","",Simon & Schuster Books for Young Readers,"","",E200136,10,
My Dad is Fantastic,"","",Hothouse,"","",E200137,0,
The Wild Washerwomen,John Yeoman,"",Anderson Press,"","",E200138,0,
The Taming of Lola,Ellen Weiss,"",Abrams,"","",E200139,10,
Pirates,Kelly Davis,"",Running Press Kids,"","",E200140,0,
Zoe and Beans,Chloe & Mick Inkpen,"",'Macmillan Children''s Books',"","",E200141,0,
Not Me!,Nigel McMullen,"",Sandy Creek,"","",E200142,0,
Wrong Way,Mark Macleod,"",AbC Books,"","",E200143,0,
Your Turn Next,"","",Hinkler,"","",E200144,0,
You Are the Best Medicine,Julie Aigner Clark,"",Abalzer+Bray,"","",E200145,10,
'Nemo''s Number',"","",Parragon,"","",E200146,0,
Bunny Ears,"","",The Clever Factory,"","",E200147,0,
Sea Friends,anna Claybourne,"",Caterpillar Books,"","",E200148,10,
'I''m a Pirate',Nancy Parent,"",Paradise Press,"","",E200149,0,
Stripy Horse,Jim Helmore,"",Egmont,"","",E200150,8,
There Was an Old Lady Who Swallowed a Fly,"","",Hinkler,"","",E200151,0,
Puppy Ears,"","",The Clever Factory,"","",E200152,0,
Old MacDonald had a Farm,Charlotte Stratford,"",Make Believe Ideals ltd,"","",E200153,0,
Little Crab Finger Puppet Book,Rachel Liang,"",Chronicle Book,"","",E200154,0,
Little Ladybug Finger puppet Book,Mary Beth Fiorentino,"",Chronicle Book,"","",E200155,0,
little Polar Bear Finger Puppet Book,"","",Chronicle Book,"","",E200156,0,
Little Turkey Finger Puppet Book,Racheal Liang,"",Chronicle Book,"","",E200157,0,
Little Butterfly Finger Puppet Book,Ingrid Marini,"",Chronicle Book,"","",E200158,0,
Little Giraffe finger Puppet Book,Molly Baker,"",Chronicle Book,"","",E200159,0,
Little Spider Finger Puppet Book,Wendy Lui,"",Chronicle Book,"","",E200160,8,
Zoo Animals,Rod Campbell,"",Campbell Books,"","",E200161,0,
Farm Animals,Rod Campbell,"",Campbell Books,"","",E200162,0,
Baby Animals,Rod Campbell,"",Campbell Books,"","",E200163,0,
All Change! FOOD,angel Lambert,"",'Child''s Play',"","",E200164,5,
To The Rescue,Louise Rooney,"",Cupcake,"","",E200165,0,
Tons of Trucks,Sue Fliess,"",Houghton Mifflin Harcourt,"","",E200166,0,
Baby Bunny,Macmillan,"",Campbell Books,"","",E200167,0,
'Moo! I''m a Cow',Nancy Parent,"",The Clever Factory,"","",E200168,0,
The Happets Play With Opposites,"","",Hodder,"","",E200169,0,
Shape,"","",Igloo,"","",E200170,0,
All Change!Party,angel Lambert,"",'Child''s Play',"","",E200171,0,
Counting Critters,"","",Ikids,"","",E200172,0,
Numbers,"","",Igloo,"","",E200173,0,
has Anyone Seen Piggles?,Tonny Potter,"",Over The Moon,"","",E200174,2,
Daisy gets Stuck in the Mud,Tpny Potter,"",Over The Moon,"","",E200175,2,
Farmer Ted to the Rescue,Tonny Potter,"",Over The Moon,"","",E200176,2,
A Little Foal for Flick,Tonny Potter,"",Over The Moon,"","",E200177,2,
'The very Busy Spider''s',Grosser &Dunlap,"",Eric &carle,"","",E200178,0,
In My Pond,Sara Gillingham,"",Chronicle Book,"","",E200179,0,
On My Flower,Sara Gillingham,"",Chronicle Book,"","",E200180,8,
In My Meadow,Sara Gillingham,"",Chronicle Book,"","",E200181,0,
'I''m a Cowboy',Nancy Parent,"",Paradise Press,"","",E200182,0,
On My Leaf,Sara Gillingham,"",Chronicle Book,"","",E200183,0,
'I''m a Clown',Nancy Parent,"",Paradise Press,"","",E200184,0,
Hurry Down To Derry n Fair,Dori Chaconas,"",Candlewick Press,"","",E200185,10,
'Martin''s Big Words',Doreen Rappaport,"",Jump at Sun,"","",E300001,16,
Bible Story Coloring Pages,Chizuko Yasuda,"",Gospel Light,"","",E300002,37.5,
The Big Book of Kindergarden puzzles,Mandy Abbas,"",Gospel Light,"","",E300003,42.9,
Bible Verse Coloring Pages,Chizuko Yasuda,"",Gospel Light,"","",E300004,37.5,
Adam and Eve in the Garden,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300005,11.9,
Jonah and the Bid Fish,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300006,11.9,
God Loves You Barnabas,Royden Lepp,"",Zonder Kidz,I Can Read,"",E300007,11.9,
Jesus and His Friends,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300008,11.9,
'Queen Esther Helps God''s People',Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300009,11.9,
David and the Giant,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300010,11.9,
Mrs Maccready was ever so greedy,Julie Fulton,"",Maverick arts,"","",E3000100,0,
Jesus Saves the World,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300011,11.9,
Noah and tha Ark,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300012,11.9,
Daniel and the Lions,Kelly Pulley,"",Zonder Kidz,I Can Read,"",E300013,11.9,
Barnabas Helps a Friend,Royden Lepp,"",Zonder Kidz,I Can Read,"",E300014,11.9,
Barnabas Goes Swimming,Royden Lepp,"",Zonder Kidz,I Can Read,"",E300015,11.9,
Whose Child is This?,Bill Wilson,"",Creation House,"","",E300016,0,
Freedom River,Doreen Rappaport,Bryan Collier,Jump at Sun,"","",E300017,12,
The Penguin Family Book,Lauritz Somme,"",Scholastic Inc,"","",E300018,0,
The New Testament Picture Bible,Iva Hoth,"",David C.Cook Publishing Co,"","",E300019,0,
Remember When Jesus Healed The Sick,Jonathan Lee,"",CWR,"","",E300020,8,
Remember When Jesus Walked The Sea,Jonathan Lee,"",CWR,"","",E300021,0,
Remember The First Christmas,Jonathan Lee,"",CWR,"","",E300022,0,
A Strange Place to Sing,Terry Whalin,"",The Standard Publishing Company,"","",E300023,7.6,
God loves even me,Debby Anderson,"",The Standard Publishing Company,"","",E300024,7.6,
Christmas,"","",Mid Valley City Sdn Bhd,"","",E300025,0,
The Great Fisherman - The Story of Peter,"","",United Bible societies,"","",E300026,0,
David the Daring - Part 1,"","",United Bible societies,"","",E300027,0,
David - Part 2,"","",United Bible societies,"","",E300028,0,
Moses - Part 2,"","",United Bible societies,"","",E300029,0,
Who Build the Ark,Rick Brown,"",Penguin Group,"","",E300030,0,
Rosa,Nikki Giovanni,"", Square Fish,"","",E300031,6,
'Molly''s Jolly Brolly',Erica-Jane Waters,"",Meadwside Children Books,little bee,"",E300032,5,
Memory Bottles,Beth Shoshan,"",Meadwside Children Books,"","",E300033,5,
A Woman For President,Kathleen Krull,"", Walker & Company,little bee,"",E300034,5,
The Haunted Castle Of Count Viper,Judith Rossell,"", Lark Books,"","",E300035,0,
Vision Of Beauty,Kathryn Lasky,"", Candlewick Press,"","",E300036,5,
SAVE THE PLANET,"","", PlayBac,"","",E300037,0,
I pledge allegiance,Bill Martin Jr and Michael Sampson,"", Candlewick Press,"","",E300038,0,
Two Homes,Claire Masurel,"", Candlewick Press,"","",E300039,0,
The long Journey Home,David Bedford and Penny Ives,"", Little Tiger,"","",E300040,0,
My Acrylic Painting Class,Hazel Lim,Eliz Ong, Marshall Cavendish-Times Editions,"","",E300041,0,
Princess poppy - Get Well Soon,Janey Louise Jones,"", A Random House House Children Books,"","",E300042,0,
My Ballet Class,Jamaludin Jalil,"", Marshall Cavendish-Times Editions,"","",E300043,0,
My Piano Class,Julie Tan,Eliz Ong, Marshall Cavendish-Times Editions,"","",E300044,0,
Big Sister Little Sister,"""Gillian Shields","Georgie Birkett""","",' Macmillan Children''s Book',"",9781405009058,E300045,0
I Love Guinea Pigs,Dick King-Smith,Anita Jeram, Candlewick Press,"","",E300046,0,
One Tiny Turtle,Nicola Davies,Jane Chapman, Candlewick Press,"","",E300047,0,
Sea Horse,Chris Butterworth,John Lawrence, Candlewick Press,"","",E300048,0,
My Grandma is WONDERFUL,Nick Butterworth,"", Walker Books Ltd,"","",E300049,0,
Ms MacDonald Has a Class- C1,Jan Ormerod,"", A Random House House Children Books,"","",E300050,0,
Lady Liberty.A Biography,"""Doreen Rappaport","Matt Tawares""","", Candlewick Press,"",9780763653019,E300051,0
Hello twins,Charlotte Voake,"", Candlewick Press,"","",E300052,0,
The Patchwork Path,Bettye Stroud,Erin Susanne Bennett, Candlewick Press,"","",E300054,0,
No More!,Doreen Rappaport,Shane W.Evans, Candlewick Press,"","",E300055,0,
'What''s That Sound?',"","",' Disney''s',"","",E300056,3.5,
SMART ENGLISH READERS(6),Julianne Mitchell,"",Times Educational,"","",E300057,0,
The Father Penguin Incubates the Egg,"","",Arowana Sdn.Bhd.,Arowana science Series,"",E300058,3.95,
The Tears of A Giant Turtle,"","",Arowana Sdn.Bhd.,Arowana science Series,"",E300059,3.96,
Just Before It Rains,"","",Arowana Sdn.Bhd.,Arowana science Series,"",E300060,3.95,
BIRDS,"","",Anthonian store,"","",E300061,0,
THE MAGIC PORRIDGE POT,"","",kohwai & young,"","",E300062,0,
'Jesus ang Jairus'' Little Girl',Carrol Greene,"",CPH,"","",E300063,8,
Jesus Big Picnic,Carrol Greene,"",CPH,"","",E300064,8,
'Noah'' floaing Zoo',Carrol Greene,"",CPH,"","",E300065,0,
